Category,Manufacturer,Name,Conductivity {W/m-K},Thermal Diffusivity [mm2/s],Specific Heat {J/kg-K},Thermal Effusivity [Ws0.5/m2?K],Density {kg/m3},Roughness,Thermal Absorptance,Solar Absorptance,Visible Absorptance,Source,Date
Metal ,Thermtest,uranium silicide (U3Si),16.736,6.17,176,6740,15450,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Gas ,Thermtest,urea-formaldehyde molded,0.126,0.05,1674,561,1500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Fiber Gas ,Thermtest,urea-formaldehyde alpha cellulose fllr,0.377,0.15,1674,972,1500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Gas ,Thermtest,vanadium,30.794,11,460,9298,6100,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Gas ,Thermtest,vanadium beryllide (VBe12) (85 pc dens),30.962,11.1,1464,9280,1900,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Gas ,Thermtest,vanadium boride (vb2),56.902,17,661,13810,5070,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Gas ,Thermtest,vanadium carbide (VC),36.401,12.5,519,10284,5600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Gas ,Thermtest,vanadium nitride (VN),12.134,3.4,586,6585,6100,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Liquid,Thermtest,vegetable oil,0.15,0.0833,2000,519.7,900,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Soil Stone ,Thermtest,vermiculite brick,0.167,0.41,837,261,485,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Soil ,Thermtest,vermiculite expanded,0.069,0.31,753,125,300,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Soil ,Thermtest,vermiculite expanded,0.071,0.43,753,109,220,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Soil ,Thermtest,vermiculite insulating powder,0.121,0.54,837,166,270,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Glass ,Thermtest,vycor glass,1.339,0.82,745,1478,2190,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Liquid,Thermtest,water (H2O) (liquid),0.603,0.14,4184,1588,1000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Solid ,Thermtest,water (H2O) (solid - ice),2.092,0.54,4217,2844,917,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Liquid,Thermtest,water heavy (d2o) (liquid),0.561,0.12,4205,1610,1100,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Timber ,Thermtest,white fir wood (across grain),0.109,0.11,2301,336,450,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Timber ,Thermtest,white pine wood (across grain),0.13,0.11,2301,398,530,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Glass ,Thermtest,window glass - lime,1.318,0.71,753,1569,2480,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Timber ,Thermtest,wood maple (across grain),0.176,0.11,2301,536,710,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,xenon,0.006,6.27,159,2,5.887,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,ytterbium,8.368,8.05,149,2949,7000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,ytterbium boride (YbB6) (90.6 pc dense),25.104,8,628,8876,5000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,yttrium,12.552,9.59,293,4054,4470,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,yttrium boride (YB6) (98.4 pc dense),29.288,13,628,8135,3600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,yttrium oxide (Y2O3) (96-100 pc dense),14.226,6.36,448,5643,5000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,zilloy 15,104.6,36.3,402,17369,7180,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zinc,111.71,40.2,389,17617,7140,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal Liquid,Thermtest,zinc (liquid),59.413,17.4,502,14243,6800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zinc alloy astm b69,107.53,38.3,393,17377,7140,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zinc antimonide (ZnSb),2.343,1.37,272,2004,6300,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zinc ferrite (ZnO.Fe2O3),4.017,1.29,586,3541,5330,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zinc oxide (ZnO),27.196,9.78,494,8694,5630,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal Solid ,Thermtest,zinc sulfide (ZnS) (cubic crystal),25.941,13.4,473,7091,4100,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zinc-aluminum alloy astm 23,112.97,40.9,418,17662,6600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zinc-aluminum-copper alloy astm 25,108.78,38.8,418,17463,6700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,zircon porcelain (high k),5.858,2.56,586,3658,3900,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium,31.38,17,285,7618,6500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium alloy 3zi (Zr97 Al1 Sn1 Mo1),8.368,4.55,285,3922,6460,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium alloys zircalloy 2 and 3,13.807,7.19,293,5151,6560,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium beryllide (ZrBe13),39.748,12.7,1138,11153,2750,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium boride (ZrB2) (hp 97 pc den),25.104,10.2,418,7872,5900,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium carbide (ZrC) (hp or snt 94d),33.472,15.2,368,8599,6000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium hydride (ZrH + ZrH2),18.41,9.44,310,5992,6300,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium nitride (ZrN),8.786,3.36,385,4796,6800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium nitride (ZrN) (pr sr 88-90 d),10.46,4.18,385,5116,6500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium oxide (Y2O3 12 Zr 8) (97 d),2.469,1.02,439,2442,5500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium oxide (ZrO2 96 CaO 6 91 d),1.59,0.69,456,1919,5080,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium oxide (ZrO2) (monoc. 100 d),1.849,0.73,456,2166,5560,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium oxide + ti cermet zt-15-m,6.276,2.48,444,3983,5700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,zirconium silicate (ZrO2.SiO2) (100 d),6.276,2.51,544,3963,4600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal Solid ,Thermtest,zirconium silicate (ZrO2.SiO2) (single crystal),4.184,1.67,544,3235,4600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Building Component Library,Asbestos-cement Board- 1/4 in.,0.58,-,1000,-,1900,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Asbestos-cement Board- 1/8 in.,0.58,-,1000,-,1900,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil ,Building Component Library,Ash- 1 in.,0.159,-,1630,-,642,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Asphalt Insulation ,Building Component Library,Asphalt Shingles- 1/8 in.,0.04,-,1260,-,1120,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,Birch- 1 in.,0.172,-,1630,-,704,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Brick- Fired Clay- 4 in.- 100 lb/ft3,0.675,-,790,-,1601.8463,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Brick- Fired Clay- 4 in.- 110 lb/ft3,0.78,-,790,-,1762.031,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Brick- Fired Clay- 4 in.- 120 lb/ft3,0.895,-,790,-,1922.2156,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Brick- Fired Clay- 4 in.- 130 lb/ft3,1.02,-,790,-,2082.4001,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Brick- Fired Clay- 4 in.- 140 lb/ft3,1.185,-,790,-,2242.585,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Brick- Fired Clay- 4 in.- 150 lb/ft3,1.34,-,790,-,2402.7695,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Brick- Fired Clay- 4 in.- 70 lb/ft3,0.405,-,790,-,1121.2925,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Brick- Fired Clay- 4 in.- 80 lb/ft3,0.48,-,790,-,1281.477,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Brick- Fired Clay- 4 in.- 90 lb/ft3,0.57,-,790,-,1441.6617,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Built-up Roofing- 3/8 in.,0.16,-,1460,-,1120,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,California Redwood- 1 in.,0.113,-,1630,-,420,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Floor Covering ,Building Component Library,Carpet- 1/2 in.,0.06,-,1380,-,288,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Glass Insulation ,Building Component Library,Cellular Glass- 1 in.,0.05,-,750,-,136,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Glass Insulation ,Building Component Library,Cellular Glass- 2 in.,0.05,-,750,-,136,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Glass Insulation ,Building Component Library,Cellular Glass- 3 in.,0.05,-,750,-,136,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Gas ,Building Component Library,Cellular Polyisocyanurate- Gaspermeable Facers- 1 1/2 in.,0.0245,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Gas ,Building Component Library,Cellular Polyisocyanurate- Gaspermeable Facers- 1 in.,0.0245,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Gas ,Building Component Library,Cellular Polyisocyanurate- Gaspermeable Facers- 2 1/2 in.,0.0245,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Gas ,Building Component Library,Cellular Polyisocyanurate- Gaspermeable Facers- 2 in.,0.0245,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Gas ,Building Component Library,Cellular Polyisocyanurate- Gaspermeable Facers- 3 1/2 in.,0.0245,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Gas ,Building Component Library,Cellular Polyisocyanurate- Gaspermeable Facers- 3 in.,0.0245,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Gas ,Building Component Library,Cellular Polyisocyanurate- Gaspermeable Facers- 4 in.,0.0245,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation Liquid,Building Component Library,Cellular Polyisocyanurate- Plastic or Foil Faced- 1 1/2 in.,0.02,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation Liquid,Building Component Library,Cellular Polyisocyanurate- Plastic or Foil Faced- 1 in.,0.02,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation Liquid,Building Component Library,Cellular Polyisocyanurate- Plastic or Foil Faced- 2 1/2 in.,0.02,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation Liquid,Building Component Library,Cellular Polyisocyanurate- Plastic or Foil Faced- 2 in.,0.02,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation Liquid,Building Component Library,Cellular Polyisocyanurate- Plastic or Foil Faced- 3 1/2 in.,0.02,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation Liquid,Building Component Library,Cellular Polyisocyanurate- Plastic or Foil Faced- 3 in.,0.02,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation Liquid,Building Component Library,Cellular Polyisocyanurate- Plastic or Foil Faced- 4 in.,0.02,-,920,-,32,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation ,Building Component Library,Cellular Polyurethane or Polyisocyanurate- Unfaced- 1 1/2 in.,0.0245,-,1590,-,24,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation ,Building Component Library,Cellular Polyurethane or Polyisocyanurate- Unfaced- 1 in.,0.0245,-,1590,-,24,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation ,Building Component Library,Cellular Polyurethane or Polyisocyanurate- Unfaced- 2 1/2 in.,0.0245,-,1590,-,24,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation ,Building Component Library,Cellular Polyurethane or Polyisocyanurate- Unfaced- 2 in.,0.0245,-,1590,-,24,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation ,Building Component Library,Cellular Polyurethane or Polyisocyanurate- Unfaced- 3 1/2 in.,0.0245,-,1590,-,24,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation ,Building Component Library,Cellular Polyurethane or Polyisocyanurate- Unfaced- 3 in.,0.0245,-,1590,-,24,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plastic Insulation ,Building Component Library,Cellular Polyurethane or Polyisocyanurate- Unfaced- 4 in.,0.0245,-,1590,-,24,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 105 lb/ft3- Partly Grouted- Cells Insulated,0.5624888,-,626.8238,-,1681.9386,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Solid ,Building Component Library,Concrete Block- 10 in.- 105 lb/ft3- Solid Grouted,1.225937,-,976.1225,-,1681.9386,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 105 lb/ft3- Unreinforced- Cells Empty,0.8509445,-,382.79315,-,1681.9386,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 105 lb/ft3- Unreinforced- Cells Insulated,0.27403298,-,421.07245,-,1681.9386,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 115 lb/ft3- Partly Grouted- Cells Empty,1.0528636,-,585.4239,-,1842.1233,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 115 lb/ft3- Partly Grouted- Cells Insulated,0.6057571,-,607.268,-,1842.1233,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Solid ,Building Component Library,Concrete Block- 10 in.- 115 lb/ft3- Solid Grouted,1.3268965,-,921.82416,-,1842.1233,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 115 lb/ft3- Unreinforced- Cells Empty,0.9230585,-,380.08862,-,1842.1233,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 115 lb/ft3- Unreinforced- Cells Insulated,0.30287856,-,415.0393,-,1842.1233,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 125 lb/ft3- Partly Grouted- Cells Empty,1.1538231,-,566.7252,-,2002.3079,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 125 lb/ft3- Partly Grouted- Cells Insulated,0.6922939,-,586.8219,-,2002.3079,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Solid ,Building Component Library,Concrete Block- 10 in.- 125 lb/ft3- Solid Grouted,1.4567016,-,876.2135,-,2002.3079,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 125 lb/ft3- Unreinforced- Cells Empty,1.0095953,-,377.81683,-,2002.3079,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 125 lb/ft3- Unreinforced- Cells Insulated,0.36056972,-,409.97147,-,2002.3079,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 135 lb/ft3- Partly Grouted- Cells Empty,1.298051,-,550.7968,-,2162.4927,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 135 lb/ft3- Partly Grouted- Cells Insulated,0.8076762,-,569.4048,-,2162.4927,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Solid ,Building Component Library,Concrete Block- 10 in.- 135 lb/ft3- Solid Grouted,1.644198,-,841.0816,-,2162.4927,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 135 lb/ft3- Unreinforced- Cells Empty,1.1394004,-,379.6032,-,2162.4927,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 135 lb/ft3- Unreinforced- Cells Insulated,0.46152925,-,409.376,-,2162.4927,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
