Category,Manufacturer,Name,Conductivity {W/m-K},Thermal Diffusivity [mm2/s],Specific Heat {J/kg-K},Thermal Effusivity [Ws0.5/m2?K],Density {kg/m3},Roughness,Thermal Absorptance,Solar Absorptance,Visible Absorptance,Source,Date
Raw material,Thermtest,thallium,38.911,25.3,130,7733,11850,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Liquid,Thermtest,thallium (liquid),24.686,14.5,151,6479,11290,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,thorium,38.493,28.1,117,7259,11680,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,thorium boride (ThB4),15.899,3.81,494,8144,8450,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,thorium boride (ThB6),43.095,10.1,628,13562,6800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,thorium carbide (ThC) (80 pc dense),8.786,6.03,172,3579,8500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,thorium carbide (ThC2) (69 pc dense),24.476,16.7,222,5986,6600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,thorium oxide (ThO2) (96-100 pc dense),11.715,5.21,234,5133,9600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,thulium,8.368,5.63,160,3526,9300,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,tin,61.086,37,226,10044,7310,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Liquid,Thermtest,tin (liquid),33.472,20.1,243,7460,6850,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,tin oxide (SnO2) (93-95 pc dense),31.38,16.5,343,7737,5560,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,tin telluride (snte 60 agsbte2 40),1.778,1.31,209,1555,6500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,tin telluride (snte 80 agsbte2 20),2.594,1.91,209,1878,6500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium,20.92,8.89,523,7017,4500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Al4 Mo3 V1),7.531,3.2,523,4210,4500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Al4 Zr3.5),7.531,3.2,523,4210,4500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Al5 Sn2.5),7.113,2.92,544,4163,4480,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Al6 V4),7.113,3.06,523,4069,4450,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Al8 Mo1 v1),5.858,2.46,544,3731,4370,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Cr3.4 Mo2.1),16.318,6.78,523,6266,4600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Sn4.8 Al4.5),7.531,3.2,523,4210,4500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Al2 Mn2),9.623,3.93,544,4853,4500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Al4 Cu2 Zr2),9.205,3.76,544,4746,4500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Al4 Cu4 Sn2),7.95,3.38,523,4325,4500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Al4 V1 Mo0.6),8.368,3.42,544,4526,4500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Al4 V2 Mo1),8.368,3.42,544,4526,4500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Al4 V3 Mo1.5),7.95,3.25,544,4411,4500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Al5 Sn5 Zr5),7.95,3.44,502,4285,4600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Sn5.5 Al2),9.205,3.83,523,4706,4600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal V14 Cr10 Al4),7.95,2.96,527,4623,5100,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal V15 Al2.8),8.368,3.31,527,4602,4800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy (Ti Bal Zr3 Al2),9.958,4.14,523,4895,4600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy c100m (rc130a) (mn7.9),10.878,4.54,523,5105,4580,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy hylite 40,7.531,3.06,544,4303,4520,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy hylite 50 (imi550),7.531,3.13,523,4257,4600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy hylite 51 (imi551),6.694,2.78,523,4013,4600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy hylite 55 (imi),7.531,3.03,523,4330,4760,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy hylite 60 (imi),7.531,3.1,523,4280,4650,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy hylite 65 (imi),7.531,3.08,523,4293,4680,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy imi 679 (sn11 zr5 al2),6.694,2.87,481,3949,4840,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy imi 680 (Sn11 Mo4 Al2),7.113,3.05,481,4070,4840,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy ti140a (Fe2 Cr2 Mo2),11.715,4.87,523,5309,4600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy ti150a (Cr2.7 Fe1.4),15.899,6.36,544,6307,4600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium alloy ti155a (Al5 Fe2 Cr1 Mo1),8.368,3.42,544,4526,4500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium beryllide (tibe12) (hp 95d),23.849,7.62,1423,8641,2200,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium boride (TiB2) (hp 95 pc dens),25.104,8.72,669,8501,4300,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide (TiC) (93 pc dense),16.318,6.29,569,6507,4560,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide (TiC) (96 pc dense),31.38,11.6,569,9200,4740,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide + co (Co18 NbC TaC15),31.38,10.5,544,9689,5500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide + co (TiC 80 Co 20),35.564,12.1,544,10239,5420,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide + nbc + ni,33.472,11.2,544,10006,5500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide + ni or co (avg prop),29.288,10.6,460,8993,6000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide cermet k138a,26.359,8.65,544,8960,5600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide cermet k151a,22.594,7.16,544,8442,5800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide cermet k161b,23.43,6.22,628,9393,6000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide cermet k162b,19.246,5.9,544,7925,6000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide cermet k163b1,19.665,5.74,544,8209,6300,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide cermet k164b,20.083,5.6,544,8491,6600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium carbide cermet k165,17.154,5.53,544,7293,5700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,titanium nitride (TiN) (hp 70-90 dens),25.104,9.26,603,8250,4500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal Floor Covering Tile ,Thermtest,titanium oxide (TiO2) (rutile a axis),8.786,3.01,686,5062,4250,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal Floor Covering Tile ,Thermtest,titanium oxide (TiO2) (rutile c axis),13.389,4.59,686,6249,4250,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal Floor Covering Tile ,Thermtest,titanium oxide (TiOS2) (rutile 100 d),8.954,3.07,686,5110,4250,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Gas ,Thermtest,tnt h.e. (2 4 6-trinitrotoluene) (cast),0.26,0.12,1372,744,1550,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Gas ,Thermtest,toluene,0.151,0.1,1720,475,867,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,torlon (PAI),0.54,0.381,970,875,1460,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,tourmaline,4.602,1.77,837,3455,3100,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Gas ,Thermtest,tritium (gas),0.096,75.4,4728,11,0.27,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten,196.65,76.1,134,22543,19300,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten alloy (W75 Re25),64.852,24.6,134,13079,19700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten alloy (W90 Ni6 Cu2-4),77.404,34.6,134,13156,16700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten boride (WB),4.602,1.64,176,3597,16000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten carbide (WC),41.84,14.6,184,10962,15600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten carbide cermet ca2 tool steel,54.392,18.6,209,12622,14000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten carbide cermet ca4 tool steel,112.97,38.6,209,18190,14000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten carbide cermet carboloy 883,100.42,32.1,209,17722,14950,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten carbide cermet carboloy 905,100.42,31.8,209,17811,15100,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten carbide cermet carboloy 999,121.34,38,209,19675,15250,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten carbide cermet k6 and k96,100.42,32.2,209,17692,14900,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten carbide cermet k701,53.974,18.4,209,12573,14000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten carbide cermet k801 (WC + Ni),82.006,26.5,209,15934,14800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten carbide cermet k92,74.057,25.7,209,14622,13800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten carbide cermet k94 and k1,91.63,31.1,209,16440,14100,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal Plastic ,Thermtest,tungsten oxide (Wo3) (polyxtal. porous),25.104,11.3,310,7460,7160,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten selenide (WSe2),3.431,1.52,226,2784,10000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten silicide (WSi2) (hp 95 dense),40.585,14,308,10838,9400,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten telluride (wte2),1.59,0.75,176,1831,12000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten titanium carbide k21,44.35,9.57,377,14333,12300,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten titanium carbide k2s,52.718,10.9,377,16003,12900,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten titanium carbide k4h,46.861,9.96,377,14853,12500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten titanium carbide k5h,35.564,8.21,377,12411,11500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten titanium carbide k81,42.677,9.77,377,13654,11600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten titanium carbide k84,53.137,12.1,377,15301,11700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten titanium carbide k86 k7h k3h,28.033,6.71,377,10825,11100,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,tungsten titanium carbide km,59.831,12.3,377,17049,12900,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Liquid,Thermtest,udmh (unsymmetrical dimethylhydrazine),0.16,0.0764,2650,578.9,790,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium,26.443,11.8,117,7694,19100,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium alloy (U82 Zr18),10.878,4.61,167,5067,14100,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium alloy (U90 FS10),15.062,6.54,134,5890,17200,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium alloy (U90 Mo10),12.343,5.34,134,5339,17250,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium alloy (U93 Fs5 Zr2),20.083,9.09,126,6660,17600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium alloy (U94.4 Cr5.6) (eutectic),28.451,13.9,111,7626,18500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium alloy (U95 Zr5),18.828,8.57,126,6430,17500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium alloy (U96 Nb4),22.803,10.3,126,7117,17700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium alloy (U97 fs3),21.338,9.29,126,7000,18300,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium alloy (U98.5 Zr1.5),22.594,10.4,117,7018,18600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium alloy mulberry,10.46,4.33,146,5027,16500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium beryllide (UBe13) (sntrd 61d),20.92,9.26,837,6875,2700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium boride (UB4),5.021,1.07,502,4863,9380,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium carbide (UC) (arcm or cast 99d),20.083,7.28,203,7444,13600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium carbide (UC) (avg),23.849,8.71,203,8082,13500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium carbide (UC) (sintered 90d),17.364,6.96,203,6583,12300,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium carbide (UC2),33.472,12.6,234,9414,11300,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium nitride (UN) (hp 95-98 dense),13.807,5.31,188,5990,13800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium oxide (U3O8) (prsd at 100 psi),0.297,0.14,276,810,8000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium oxide (U3O8) (prsd at 4200 psi),0.544,0.24,276,1116,8300,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal Plastic ,Thermtest,uranium oxide (UO2) (polyxtal 97 dens),10.042,3.9,243,5083,10600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal Solid ,Thermtest,uranium oxide (UO2) (single crystal),10.46,3.93,243,5275,10960,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium oxide + cr (UO2 8Ovol) (97 d),15.899,4.75,335,7295,10000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium oxide + mo (UO2 70 vol) (92 d),20.083,6,335,8199,10000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium oxide + mo (UO2 ? vol) (91 d),13.807,4.13,335,6798,10000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium oxide + mo (UO2 ? vol) (94 d),18.41,5.5,335,7850,10000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium oxide + nb (UO2 80 vol),9.623,2.88,335,5675,10000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium oxide + st steel (UO2 70 vol),7.95,2.38,335,5158,10000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium oxide + st steel (UO2 80 vol),6.276,1.88,335,4583,10000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium oxide + zr (UO2 43 Zr 57)(59 p),13.389,12.9,259,3727,4000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium oxide + zr (UO2 80 Zr 20),10.878,5.15,243,4795,8710,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,uranium plutonium oxide (4UO2.PuO2),7.615,2.73,264,4613,10600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
